"strech_id","strech_name"
1241,"VALLEJO/ VALLEJO-TEPALCAPA"
1242,"VALLEJO /PERIFÉRICO-L GPE."
1243,"VALLEJO /PERIFÉRICO-LECHERÍA"
1244,"VALLEJO /PERIFÉRICO-LÓPEZ PORTILLO"
1245,"VALLEJO /PERIFÉRICO-TEPALCAPA"
1246,"VEB PTE.-CDI PTE."
1247,"VEB PTE.-EJERCITO NACIONAL PTE."
1248,"VEB PTE.-PALMAS PTE."
1249,"VEB PTE.-REFORMA CENTRO"
1250,"VEB PTE.-PARQUE PELVOUX"
1251,"VEB PTE.-CONSTITUYENTES PTE."
1252,"VEB PTE.-MINERIA PTE."
1253,"VEB PTE.-SAN ANTONIO PTE."
1254,"CDI PTE.-EJERCITO NACIONAL PTE."
1255,"CDI PTE.-PALMAS PTE."
1256,"CDI PTE.-REFORMA CENTRO"
1257,"CDI PTE.-PARQUE PELVOUX"
1258,"CDI PTE.-CONSTITUYENTES PTE."
1259,"CDI PTE.-MINERIA PTE."
1260,"CDI PTE.-SAN ANTONIO PTE."
1261,"CONSCRIPTO PTE.-EJERCITO NACIONAL PTE."
1262,"CONSCRIPTO PTE.-PALMAS PTE."
1263,"CONSCRIPTO PTE.-REFORMA CENTRO"
1264,"CONSCRIPTO PTE.-PARQUE PELVOUX"
1265,"CONSCRIPTO PTE.-CONSTITUYENTES PTE."
1266,"CONSCRIPTO PTE.-MINERIA PTE."
1267,"CONSCRIPTO PTE.-SAN ANTONIO PTE."
1268,"EJÉRCITO NACIONAL PTE.-PALMAS PTE."
1269,"EJÉRCITO NACIONAL PTE.-REFORMA CENTRO"
1270,"EJÉRCITO NACIONAL PTE.-PARQUE PELVOUX"
1271,"EJÉRCITO NACIONAL PTE.-CONSTITUYENTES PTE"
1272,"EJÉRCITO NACIONAL PTE.-MINERIA PTE."
1273,"EJÉRCITO NACIONAL PTE.-SAN ANTONIO PTE."
1274,"PALMAS PTE.-REFORMA CENTRO"
1275,"PALMAS PTE.-PARQUE PELVOUX"
1276,"PALMAS PTE.-CONSTITUYENTES PTE."
1277,"PALMAS PTE.-MINERIA PTE."
1278,"PALMAS PTE.-SAN ANTONIO PTE."
1279,"ROSARIO CASTELLANOS-CONSTITUYENTES PTE"
1280,"ROSARIO CASTELLANOS-MINERIA PTE."
1281,"ROSARIO CASTELLANOS-SAN ANTONIO PTE."
1282,"ALENCASTRE PTE.-CONSTITUYENTES PTE."
1283,"ALENCASTRE PTE.-MINERIA PTE."
1284,"ALENCASTRE PTE.-SAN ANTONIO PTE."
1285,"SAN ANTONIO OTE.-ALENCASTRE OTE."
1286,"SAN ANTONIO OTE.-CHAPULTEPEC / REFORMA OTE"
1287,"SAN ANTONIO OTE.-CONSCRIPTO OTE."
1288,"SAN ANTONIO OTE.-CDI OTE."
1289,"SAN ANTONIO OTE.-VEB OTE."
1290,"SOSTENES ROCHA OTE.-ALENCASTRE OTE."
1291,"SOSTENES ROCHA OTE.-CHAPULTEPEC/REFORMA OTE"
1292,"SOSTENES ROCHA OTE.-CONSCRIPTO OTE."
1293,"SOSTENES ROCHA OTE.-CDI OTE."
1294,"SOSTENES ROCHA OTE.-VEB OTE."
1295,"CONSTITUYENTES OTE.-ALENCASTRE OTE."
1296,"CONSTITUYENTES OTE.-CHAPULTEPEC / REFORMA OTE"
1297,"CONSTITUYENTES OTE.-CONSCRIPTO OTE."
1298,"CONSTITUYENTES OTE.-CDI OTE."
1299,"CONSTITUYENTES OTE.-VEB OTE."
1300,"PARQUE MARTE OTE.-CONSCRIPTO OTE."
1301,"PARQUE MARTE OTE.-CDI OTE."
1302,"PARQUE MARTE OTE.-VEB OTE."
1303,"EJÉRCITO NACIONAL OTE.-CONSCRIPTO OTE."
1304,"EJÉRCITO NACIONAL OTE.-CDI OTE."
1305,"EJÉRCITO NACIONAL OTE.-VEB OTE."
1306,"RÍO DE LOS REMEDIOS (TSN) - ALFREDO DEL MAZO (A)"
1307,"RIO DE LOS REMEDIOS (TSN) - CIRCUNVALACIÓN (A)"
1308,"RIO DE LOS REMEDIOS (TSN) - CIRCUITO EXTERIOR M. (B)"
1309,"RÍO DE LOS REMEDIOS (TSN) - JARDINES DE MORELOS (B)"
1310,"RÍO DE LOS REMEDIOS (D/E) - ALFREDO DEL MAZO (A)"
1311,"RIO DE LOS REMEDIOS (D/E) - CIRCUNVALACIÓN (A)"
1312,"RIO DE LOS REMEDIOS (D/E) - CIRCUITO EXTERIOR M. (B)"
1313,"RÍO DE LOS REMEDIOS (D/E) - JARDINES DE MORELOS (B)"
1314,"ALFREDO DEL MAZO (E) - CIRCUNVALACIÓN (A)"
1315,"ALFREDO DEL MAZO (E) - CIRCUITO EXTERIOR M. (B)"
1316,"ALFREDO DEL MAZO (E) - JARDINES DE MORELOS (B)"
1317,"CIRCUNVALACIÓN SUR(E) - CIRCUITO EXTERIOR M. (B)"
1318,"CIRCUNVALACIÓN SUR (E) - JARDINES DE MORELOS (B)"
1319,"VENTA DE CARPIO - CIRCUNVALACIÓN (C)"
1320,"VENTA DE CARPIO - ALFREDO DEL MAZO (C)"
1321,"VENTA DE CARPIO - RÍO DE LOS REMEDIOS (TSN)"
1322,"VENTA DE CARPIO - RÍO DE LOS REMEDIOS (A)"
1323,"JARDINES DE MORELOS (A) - CIRCUNVALACIÓN (C)"
1324,"JARDINES DE MORELOS (A) - ALFREDO DEL MAZO (C)"
1325,"JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (TNS)"
1326,"JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (A)"
1327,"CIRCUITO EXTERIOR M.  (A) - CIRCUNVALACIÓN (C)"
1328,"CIRCUITO EXTERIOR M. (A) - ALFREDO DEL MAZO (C)"
1329,"CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (TNS)"
1330,"CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (A)"
1331,"CIRCUNVALACIÓN SUR (D) - ALFREDO DEL MAZO (C)"
1332,"CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (TNS)"
1333,"CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (A)"
1334,"ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (TNS)"
1335,"ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (A)"
1336,"Atlixco-jantetelco"
1337,"Puebla-atlixco"
1338,"Mexicalli-rio colorado"
1339,"san martin-huejotzingo"
1340,"Apizaco-huahuchinango"
1341,"Apizaco-chignahuapan"
1342,"santa ana-altar"
1343,"Sueco-villa ahumada"
1344,"Delicias-conchos"
1345,"Conchos-camargo"
1346,"Camargo-jimenez"
1347,"chihuahua-sacramento"
1348,"flores magon-ojo laguna"
1349,"Cuahutémoc-santa isabel"
1350,"Jimenez-savalza"
1351,"flores magón-galeana"
1352,"libramiento de samalayuca-san jeronimo"
1353,"Chihuahua-ojinaga"
1354,"Puebla-tlaxcala"
1355,"libramiento de nogales"
1356,"san luis rio colorado II"
1357,"san luis rio colorado-doctor"
1358,"puente colombia"
1359,"puente de anzalduas"
1360,"puente coatzacoalcos"
1361,"puente ignacio chácez"
1362,"libramiento de ciudad juárez"
1363,"puente guadalupe tornillo"
1364,"puente lerdo-stanton"
1365,"puente josé lópez portillo"
1366,"puente la unidad-eugenio echeverria castellot"
1367,"puente laredo I"
1368,"puente libre comercio"
1369,"puente nuevo laredo iii"
1370,"puente paso del norte"
1371,"puente refinería lázaro cárdenas"
1372,"puente reynosa-phar"
1373,"puente rio bravo-donna"
1374,"puente rodolfo robles"
1375,"puente san miguel"
1376,"puente suchiate ii"
1377,"puente zaragoza-ysleta"
1378,"cd. mendoza-córdoba"
1379,"cd. mendoza-fortin"
1380,"Tintal-playa del carmen"
1381,"ent. Acolman-ent. Tequisistlan"
1382,"ent. Tequisistlan-ent. Nabor carrillo"
1383,"puente el prieto"
1384,"centinela-rumorosa"
1385,"libramiento de chilpancingo"
1386,"libramiento fresnillo"
1387,"libramiento calera-enrique estrada"
1388,"libramiento noreste de zacatecas"
1389,"libramiento felipe carrillo puerto"
1390,"ent. Chetumal-ent. Merida"
1391,"ent. Chetumal-ent. Felipe carrillo puerto"
1392,"autopista benito juárez"
1397,"A-32 bis"
1398,"tuxtla gutierrez-san pedro"
1399,"san luis potosi-villa juarez"
1400,"villa juarez-rio verde"
1401,"malinalco"
1402,"calz. Vallejo-ceylan"
1403,"autopista metlapil (viaducto punta diamante)-pinotepa"
1404,"autopista metlapil (viaducto punta diamante)-la venta"
1405,"virreyes-teziutlan"
1406,"Virreyes-zaragoza"
1407,"Atempan-teziutlan"
1408,"Atempan-virreyes"
1409,"virreyes-teziutlan"
1410,"cerritos-ent. tula"
1411,"zapotlan del rey-guadalajara"
1412,"Guadalajara-zapotlanejo del rey"
1413,"la sauceda-zapotlanejo"
1414,"la barca-san francisco de rivas"
1415,"Guadalajara-acatic"
1416,"Ent. Libramiento calera-enrique estrada"
1417,"Ent. Libramiento calera-enrique estrada"
1418,"5 Sur Leyes de Reforma A"
1419,"4 Oriente Río Churubusco A"
1420,"La Nueva Viga"
1421,"6 Sur Luis Méndez A"
1422,"6 Sur Luis Méndez B"
