"stretch_id","tollbooth_id_in","tollbooth_id_out"
1173,1526,1057
1174,958,967
1174,1526,967
1175,958,973
1175,1526,973
1176,958,1032
1176,1526,1032
1177,1526,1043
1177,958,1043
1178,962,967
1179,962,973
1180,962,1032
1181,962,1043
1182,957,967
1183,957,973
1184,957,1032
1185,957,1043
1186,965,973
1187,965,1032
1188,965,1043
1189,956,973
1190,956,1032
1191,956,1043
1192,955,973
1193,955,1032
1194,955,1043
1195,1056,1032
1196,1056,1043
1197,954,974
1198,954,966
1199,954,967
1200,954,968
1201,954,969
1202,954,970
1203,954,971
1204,954,960
1205,954,963
1206,1033,974
1207,1033,966
1208,1033,964
1208,1033,967
1209,1033,968
1210,1033,969
1211,1033,970
1212,1033,971
1213,1033,960
1214,1033,963
1215,991,974
1216,991,966
1217,991,964
1217,991,967
1218,991,968
1219,991,969
1220,991,970
1221,991,971
1222,991,960
1223,991,963
1224,1055,966
1225,1055,964
1225,1055,967
1226,1055,968
1227,1055,969
1228,1055,970
1229,1055,971
1230,1055,960
1231,1055,963
1232,964,968
1233,964,969
1234,964,970
1235,964,971
1236,964,960
1237,964,963
1238,1058,970
1238,1057,970
1239,959,1057
1239,1058,971
1239,1057,971
1240,1058,960
1240,1057,960
1241,1058,963
1241,1057,963
1242,1530,970
1242,1059,970
1243,1059,971
1243,1530,971
1244,1059,960
1244,1530,960
1245,1530,963
1245,1059,963
1246,1043,1041
1247,1043,1040
1248,1043,982
1249,1043,985
1250,1043,983
1251,1043,987
1252,1043,988
1253,1043,989
1254,1037,1040
1254,1038,1040
1255,1038,982
1255,1037,982
1256,1038,985
1256,1037,985
1257,1038,983
1257,1037,983
1258,1038,987
1258,1037,987
1259,1038,988
1259,1037,988
1260,1038,989
1260,1037,989
1261,992,1040
1262,992,982
1263,992,985
1264,992,983
1265,992,987
1266,992,988
1267,992,989
1268,981,982
1269,981,985
1270,981,983
1271,981,987
1272,981,988
1273,981,989
1274,984,985
1274,1062,985
1275,984,983
1275,1062,983
1276,1062,987
1276,984,987
1277,1062,988
1277,984,988
1278,1062,989
1278,984,989
1279,986,987
1280,986,988
1281,986,989
1282,978,987
1283,978,988
1284,978,989
1285,1064,979
1285,975,979
1285,1063,979
1286,1064,980
1286,1063,980
1286,975,980
1287,975,1035
1287,1064,1035
1287,1063,1035
1288,1063,1039
1288,975,1039
1288,1064,1039
1289,1064,954
1289,1063,954
1289,975,954
1290,976,979
1291,976,980
1292,976,1035
1293,976,1039
1294,976,954
1295,977,979
1296,977,980
1297,977,1035
1298,977,1039
1299,977,954
1300,1034,1035
1301,1034,1039
1302,1034,954
1303,993,1035
1304,993,1039
1305,993,954
1306,1082,1096
1306,1056,1056
1307,1082,1085
1307,1082,1094
1308,1082,1092
1309,1082,1089
1310,1081,1083
1311,1081,1085
1311,1081,1094
1312,1081,1092
1313,1081,1089
1314,1084,1085
1314,1084,1094
1315,1084,1092
1316,1084,1089
1317,1086,1092
1317,1072,1029
1318,1086,1089
1319,1090,1093
1320,1090,1095
1321,1090,1097
1322,1090,1098
1323,1091,1093
1324,1091,1095
1325,1091,1097
1326,1091,1098
1327,1092,1093
1328,1087,1095
1329,1092,1097
1329,1068,1003
1329,1008,1003
1330,1092,1098
1331,1094,1095
1332,1094,1097
1332,1094,1084
1332,1092,1086
1333,1094,1098
1334,1083,1097
1335,1083,1098
1336,654,654
1336,1428,1428
1336,653,653
1336,1427,1427
1337,1053,1053
1337,688,688
1338,1117,1117
1338,791,791
1339,664,664
1339,1423,1423
1340,676,676
1340,1402,1402
1341,677,677
1341,1403,1403
1342,1121,1121
1342,793,793
1343,81,81
1343,1132,1132
1344,79,79
1344,1150,1150
1345,1152,1152
1345,63,63
1346,1155,1155
1346,68,68
1347,1136,1136
1347,78,78
1348,72,72
1348,1135,1135
1349,1148,1148
1349,64,64
1350,80,80
1350,1157,1157
1351,65,65
1351,1134,1134
1352,67,67
1352,1127,1127
1353,70,70
1353,1161,1161
1354,849,849
1354,1575,1575
1354,847,847
1354,848,848
1354,846,846
1355,787,787
1355,1119,1119
1356,792,792
1357,781,781
1357,1118,1118
1358,612,612
1359,821,821
1360,1398,1398
1360,886,886
1361,496,496
1362,1129,1129
1362,66,66
1363,73,73
1364,74,74
1365,1370,1370
1365,888,888
1366,1345,1345
1366,34,34
1367,822,822
1368,823,823
1369,824,824
1370,75,75
1371,894,894
1372,827,827
1373,825,825
1374,62,62
1374,61,61
1375,768,768
1375,1201,1201
1376,62,62
1377,76,76
1378,867,867
1379,867,867
1380,920,913
1380,915,913
1381,,
1382,,
1383,1367,1367
1383,887,887
1384,11,11
1384,12,12
1385,364,364
1386,1194,1194
1386,926,926
1387,1196,1196
1387,924,924
1388,927,927
1388,1197,1197
1389,706,706
1389,1579,1579
1390,708,708
1391,707,707
1392,760,760
1392,1206,1206
1392,754,754
1392,750,750
1392,749,749
1392,1203,1203
1392,748,748
1392,751,751
1392,1207,1207
1393,,
1394,,
1395,,
1396,160,160
1397,122,122
1398,1331,1331
1398,57,57
1399,745,745
1399,745,715
1399,745,716
1399,745,1232
1400,745,745
1400,744,744
1401,261,261
1402,147,294
1403,380,380
1404,376,376
1404,381,376
1404,377,377
1405,679,679
1405,1407,1407
1406,1406,1406
1406,949,949
1407,651,651
1407,650,650
1408,1404,1404
1408,652,652
1409,1405,1405
1409,649,649
1410,724,724
1410,1229,1229
1411,455,455
1411,458,458
1412,456,456
1413,430,430
1414,443,443
1414,442,442
1415,415,415
1415,413,413
1416,922,922
1416,923,923
1417,925,925
1418,38,38
1419,39,39
1421,36,36
1422,37,37
1423,156,196
1423,195,155
1424,156,233
1426,308,694
1426,694,694
1427,321,357
1428,156,207
1428,153,207
1429,156,1498
1429,153,1498
1429,211,154
1430,,
1431,,
1432,,
1433,,
1434,,
1435,,
1436,,
1437,,
1438,,
1439,,
1440,,
1441,,
1442,,
1443,,
1444,,
1445,,
1446,,
1447,,
1448,,
1449,,
1450,,
1451,,
1452,,
1453,1406,1406
1454,315,315
1455,532,532
1456,850,850
1456,1576,1576
1457,850,850
1457,1576,1576
1458,928,928
1458,929,929
1458,927,927
1458,1197,1197
1459,990,990
1459,1420,1420
1459,1421,1421
1459,1422,1422
1460,,
1461,,
1462,,
1463,1584,1584
1463,1585,1585
1464,1586,1586
