"stretch_id","stretch_name","stretch_length_km","sct_id_via","road_id","manage","way"
784,"VICENTE GUERRERO-TAMBACA",30,228,113,"federal",
785,"VICENTE GUERRERO-TAMASOPO",15,228,113,"federal",
786,"TAMASOPO-LA PITAHAYA",35.3,228,113,"federal",
787,"TAMASOPO-TAMBACA",15,228,113,"federal",
788,"TAMBACA-LA PITAHAYA",20.3,228,113,"federal",
789,"PERIFÉRICO - CUAUHTÉMOC",,,199,"state",
790,"CUAUHTÉMOC - SANTA ANA",,,199,"state",
791,"SANTA ANA - CUAUHTÉMOC",,,199,"state",
792,"CUAUHTÉMOC - PERIFÉRICO",,,199,"state",
793,"PERIFÉRICO - CARMEN SERDÁN",,,199,"state",
794,"CUAUHTÉMOC - HERMANOS SERDÁN",,,199,"state",
795,"HERMANOS SERDÁN - CUAUHTÉMOC",,,199,"state",
796,"HERMANOS SERDÁN - CARMEN SERDÁN",,,199,"state",
797,"CARMEN SERDÁN - PERIFÉRICO",,,199,"state",
798,"CARMEN SERDÁN - HERMANOS SERDÁN",,,199,"state",
799,"APASEO EL GRANDE - PALMILLAS",86,260,172,"federal",
800,"QUERÉTARO - PALMILLAS",,,172,"federal",
801,"APASEO EL ALTO - PALMILLAS",,,172,"federal",
802,"CORONEO-PALMILLAS",,,172,"federal",
803,"HUIMILPAN - PALMILLAS",,,172,"federal",
804,"AMEALCO - PALMILLAS",,,172,"federal",
805,"PALMILLAS - APASEO EL GRANDE",,,172,"federal",
806,"AMEALCO I - APASEO EL GRANDE",,,172,"federal",
807,"HUIMILPAN - APASEO EL GRANDE",,,172,"federal",
808,"CORONEO-APASEO EL GRANDE",,,172,"federal",
809,"APASEO EL ALTO - APASEO EL GRANDE",5.1,260,172,"federal",
810,"PALMILLAS - APASEO EL ALTO",,,172,"federal",
811,"AMEALCO I - APASEO EL ALTO",,,172,"federal",
812,"HUIMILPAN - APASEO EL ALTO",,,172,"federal",
813,"APASEO EL GRANDE - APASEO EL ALTO",,,172,"federal",
814,"CORONEO- APASEO EL ALTO",20.4,260,172,"federal",
815,"QUERETARO - APASEO EL ALTO",,,172,"federal",
816,"PALMILLAS - CORONEO",,,172,"federal",
817,"APASEO GDE - CORONEO",,,172,"federal",
818,"AMEALCO I - CORONEO",,,172,"federal",
819,"QUERÉTARO - CORONEO",,,172,"federal",
820,"APASEO EL ALTO - CORONEO",,,172,"federal",
821,"HUIMILPAN - CORONEO",,,172,"federal",
822,"APASEO EL GRANDE - HUIMILPAN",,,172,"federal",
823,"AMEALCO I - HUIMILPAN",,,172,"federal",
824,"QUERETARO - HUIMILPAN",,,172,"federal",
825,"PALMILLAS - HUIMILPAN",,,172,"federal",
826,"APASEO EL ALTO - HUIMILPAN",,,172,"federal",
827,"CORONEO-HUIMILPAN",18.2,260,172,"federal",
828,"APASEO EL GRANDE - AMEALCO I",,,172,"federal",
829,"QUERETARO - AMEALCO I",,,172,"federal",
830,"APASEO EL ALTO - AMEALCO I",,,172,"federal",
831,"CORONEO - AMEALCO",,,172,"federal",
832,"HUIMILPAN - AMEALCO I",,,172,"federal",
833,"PALMILLAS - AMEALCO I",,,172,"federal",
834,"MÉXICO PACHUCA-PUENTE DE VIGAS",,,182,"state",
835,"PUENTE DE VIGAS- CIEN METROS",,,182,"state",
836,"PUENTE DE VIGAS-CALZ. VALLEJO",,,182,"state",
837,"MÉXICO PACHUCA-CEYLAN",,,182,"state",
838,"CEYLAN-CIEN METROS",,,182,"state",
839,"CALZ. VALLEJO-CIEN METROS",,,182,"state",
840,"MÉXICO PACHUCA- CALZ. VALLEJO",,,182,"state",
841,"CIEN METROS- MÉXICO PACHUCA",,,182,"state",
842,"PUENTE DE VIGAS- MÉXICO PACHUCA",,,182,"state",
843,"CALZADA VALLEJO-MÉXICO PACHUCA",,,182,"state",
844,"CEYLAN - MÉXICO PACHUCA",,,182,"state",
845,"MÉXICO PACHUCA-ENT. GRAN CANAL",,,182,"state",
846,"Ent. Gran canal-Mexico-pachuca",,,182,"state",
847,"ENT. INDIOS VERDES- ENT. GRAN CANAL",,,182,"state",
848,"LOGISTIK - SAN FELIPE",,,200,"state",
849,"LOGISTIK - SAN LUIS POTOSÍ",,,200,"state",
850,"LOGISTIK - VILLA DE ARRIAGA",,,200,"state",
851,"LOGISTIK - WTC",,,200,"state",
852,"RAMAL CALDERON-SAN FELIPE",,,200,"state",
853,"SAN FELIPE - LOGISTIK",,,200,"state",
854,"SAN FELIPE - SAN LUIS POTOSÍ",,,200,"state",
855,"SAN FELIPE - VILLA DE ARRIAGA",,,200,"state",
856,"SAN FELIPE - WTC",,,200,"state",
857,"SAN LUIS POTOSÍ - LOGISTIK",,,200,"state",
858,"SAN LUIS POTOSÍ - SAN FELIPE",,,200,"state",
859,"SAN LUIS POTOSÍ - VILLA DE ARRIAGA",,,200,"state",
860,"SAN LUIS POTOSÍ - WTC",,,200,"state",
861,"VILLA DE ARRIAGA - LOGISTIK",,,200,"state",
862,"VILLA DE ARRIAGA - SAN FELIPE",,,200,"state",
863,"VILLA DE ARRIAGA - SAN LUIS POTOSÍ",,,200,"state",
864,"VILLA DE ARRIAGA - WTC",,,200,"state",
865,"VILLA DE REYES - LOGISTIK",,,200,"state",
866,"SAN LUIS POTOSÍ - VILLA DE REYES",,,200,"state",
867,"WTC - LOGISTIK",,,200,"state",
868,"WTC - SAN FELIPE",,,200,"state",
869,"WTC - SAN LUIS POTOSÍ",,,200,"state",
870,"WTC - VILLA DE ARRIAGA",,,200,"state",
871,"KANTUNIL - VALLADOLID",90,52,114,"federal",
872,"VALLADOLID - KANTUNIL",90,52,114,"federal",
873,"KANTUNIL - PISTÉ",50,52,114,"federal",
874,"PISTÉ - KANTUNIL",50,52,114,"federal",
875,"PISTÉ - VALLADOLID",40,52,114,"federal",
876,"VALLADOLID - PISTÉ",40,52,114,"federal",
877,"COMP. PISTE-KANTUNIL",,,114,"federal",
878,"CANCÚN - VALLADOLID",151.34,52,114,"federal",
879,"VALLADOLID - CANCÚN",151.34,52,114,"federal",
880,"VALLADOLID - PLAYA DEL CARMEN",126,240,160,"federal",
881,"PLAYA DEL CARMEN - VALLADOLID",126,240,160,"federal",
882,"CANCÚN - PLAYA DEL CARMEN",44,52,114,"federal",
883,"PLAYA DEL CARMEN - CANCÚN",44,52,114,"federal",
884,"CEDRAL - VALLADOLID",92,240,160,"federal",
885,"VALLADOLID - CEDRAL",92,240,160,"federal",
886,"CEDRAL - CANCÚN",78,240,160,"federal",
887,"CANCÚN - CEDRAL",78,240,160,"federal",
888,"CEDRAL - PLAYA DEL CARMEN",54,240,160,"federal",
889,"PLAYA DEL CARMEN - CEDRAL",54,240,160,"federal",
890,"CEDRAL - TINTAL",10,52,114,"federal",
891,"LA VENTA - ATIZAPAN",,,115,"federal_state",
892,"INTERLOMAS - ATIZAPAN",,,115,"federal_state",
893,"BOSQUE REAL - ATIZAPAN",,,115,"federal_state",
894,"HUIXQUILUCAN - ATIZAPAN",,,115,"federal_state",
895,"CHAMAPA CAPUFE - ATIZAPAN",,,115,"federal",
896,"SAN MIGUEL - ATIZAPAN",,,115,"federal",
897,"LOMAS VERDES - ATIZAPAN",,,115,"federal",
898,"NOPALA - ATIZAPAN",,,115,"federal",
899,"CUAUTITLAN - ATIZAPAN",,,115,"federal",
900,"LAGO DE GUADALUPE - ATIZAPAN",,,115,"federal",
901,"MADIN - ATIZAPAN",,,115,"federal",
902,"LA VENTA - CUAUTITLAN",,,115,"federal_state",
903,"INTERLOMAS - CUAUTITLAN",,,115,"federal_state",
904,"SAN MIGUEL - CUAUTITLAN (RETORNO)",,,115,"federal",
905,"BOSQUE REAL - CUAUTITLAN",,,115,"federal_state",
906,"HUIXQUILUCAN - CUAUTITLAN",,,115,"federal_state",
907,"CHAMAPA CAPUFE - CUAUTITLAN",,,115,"federal",
908,"RETORNO CUAUTITLAN (Lecheria)",,,115,"federal",
909,"LOMAS VERDES - CUAUTITLAN",,,115,"federal",
910,"NOPALA - CUAUTITLAN",,,115,"federal",
911,"MADIN - CUAUTITLAN",,,115,"federal",
912,"ATIZAPAN - CUAUTITLAN",,,115,"federal",
913,"LAGO DE GUADALUPE - CUAUTITLAN",,,115,"federal",
914,"LA VENTA - LAGO DE GUADALUPE",,,115,"federal_state",
915,"INTERLOMAS - LAGO DE GUADALUPE",,,115,"federal_state",
916,"BOSQUE REAL - LAGO DE GUADALUPE",,,115,"federal_state",
917,"HUIXQUILUCAN - LAGO DE GUADALUPE",,,115,"federal_state",
918,"RETORNO LAGO DE GUADALUPE",,,115,"federal",
919,"CUAUTITLAN - LAGO DE GUADALUPE (RETORNO)",,,115,"federal",
920,"CHAMAPA CAPUFE - LAGO DE GUADALUPE",,,115,"federal",
921,"NOPALA - LAGO DE GUADALUPE",,,115,"federal",
922,"LOMAS VERDES - LAGO DE GUADALUPE",,,115,"federal",
923,"SAN MIGUEL - LAGO DE GUADALUPE",,,115,"federal",
924,"MADIN - LAGO DE GUADALUPE",,,115,"federal",
925,"ATIZAPAN - LAGO DE GUADALUPE",,,115,"federal",
926,"CUAUTITLAN - LAGO DE GUADALUPE",,,115,"federal",
927,"LA VENTA - SAN MIGUEL",,,115,"federal_state",
928,"INTERLOMAS - SAN MIGUEL",,,115,"federal_state",
929,"BOSQUE REAL - SAN MIGUEL",,,115,"federal_state",
930,"HUIXQUILUCAN - SAN MIGUEL",,,115,"federal_state",
931,"CHAMAPA CAPUFE - SAN MIGUEL",,,115,"federal",
932,"LOMAS VERDES - SAN MIGUEL",,,115,"federal",
933,"NOPALA - SAN MIGUEL",,,115,"federal",
934,"MADIN - SAN MIGUEL",,,115,"federal",
935,"ATIZAPAN - SAN MIGUEL",,,115,"federal",
936,"LAGO DE GUADALUPE - SAN MIGUEL",,,115,"federal",
937,"CUAUTITLAN - SAN MIGUEL",,,115,"federal",
938,"LA VENTA - MADIN",,,115,"federal_state",
939,"INTERLOMAS - MADIN",,,115,"federal_state",
940,"BOSQUE REAL - MADIN",,,115,"federal_state",
941,"HUIXQUILUCAN - MADIN",,,115,"federal_state",
942,"SAN MIGUEL - MADIN",,,115,"federal",
943,"CHAMAPA CAPUFE - MADIN",,,115,"federal",
944,"CUAUTITLAN - MADIN",,,115,"federal",
945,"LAGO DE GUADALUPE - MADIN",,,115,"federal",
946,"NOPALA - MADIN",,,115,"federal",
947,"LOMAS VERDES - MADIN",,,115,"federal",
948,"ATIZAPAN - MADIN",,,115,"federal",
949,"LA VENTA - LOMAS VERDES",,,115,"federal_state",
950,"INTERLOMAS - LOMAS VERDES",,,115,"federal_state",
951,"SAN MIGUEL - LOMAS VERDES",,,115,"federal",
952,"BOSQUE REAL - LOMAS VERDES",,,115,"federal_state",
953,"HUIXQUILUCAN - LOMAS VERDES",,,115,"federal_state",
954,"CUAUTITLAN - LOMAS VERDES",,,115,"federal",
955,"LAGO DE GUADALUPE - LOMAS VERDES",,,115,"federal",
956,"CHAMAPA CAPUFE - LOMAS VERDES",,,115,"federal",
957,"ATIZAPAN - LOMAS VERDES",,,115,"federal",
958,"NOPALA - LOMAS VERDES",,,115,"federal",
959,"MADIN - LOMAS VERDES",,,115,"federal",
960,"LA VENTA - NOPALA",,,115,"federal_state",
961,"SAN MIGUEL - NOPALA",,,115,"federal",
962,"INTERLOMAS - NOPALA",,,115,"federal_state",
963,"CUAUTITLAN - NOPALA",,,115,"federal",
964,"LAGO DE GUADALUPE - NOPALA",,,115,"federal",
965,"BOSQUE REAL - NOPALA",,,115,"federal_state",
966,"HUIXQUILUCAN - NOPALA",,,115,"federal_state",
967,"ATIZAPAN - NOPALA",,,115,"federal",
968,"LOMAS VERDES - NOPALA",,,115,"federal",
969,"MADIN - NOPALA",,,115,"federal",
970,"CHAMAPA CAPUFE - NOPALA",,,115,"federal",
971,"SAN MIGUEL - CIPRESES",,,115,"federal",
972,"CUAUTITLAN - CIPRESES",,,115,"federal",
973,"LAGO DE GUADALUPE - CIPRESES",,,115,"federal",
974,"ATIZAPAN - CIPRESES",,,115,"federal",
975,"LOMAS VERDES - CIPRESES",,,115,"federal",
976,"MADIN - CIPRESES",,,115,"federal",
977,"NOPALA - CIPRESES",,,115,"federal",
978,"SAN MIGUEL - CHAMAPA CAPUFE",,,115,"federal",
979,"CUAUTITLAN - CHAMAPA CAPUFE",,,115,"federal",
980,"LAGO DE GUADALUPE - CHAMAPA CAPUFE",,,115,"federal",
981,"ATIZAPAN - CHAMAPA CAPUFE",,,115,"federal",
982,"LOMAS VERDES - CHAMAPA CAPUFE",,,115,"federal",
983,"MADIN - CHAMAPA CAPUFE",,,115,"federal_state",
984,"NOPALA - CHAMAPA CAPUFE",,,115,"federal_state",
985,"CIPRESES - CHAMAPA CAPUFE",,,115,"federal_state",
986,"LA VENTA - CHAMAPA INBURSA",,,202,"state",
987,"INTERLOMAS - CHAMAPA INBURSA",,,202,"state",
988,"BOSQUE REAL - CHAMAPA INBURSA",,,202,"federal_state",
989,"HUIXQUILUCAN - CHAMAPA INBURSA",,,202,"federal_state",
990,"SAN MIGUEL - BOSQUE REAL",,,202,"federal_state",
991,"CUAUTITLAN - BOSQUE REAL",,,202,"federal_state",
992,"LAGO DE GUADALUPE - BOSQUE REAL",,,202,"federal_state",
993,"LA VENTA - BOSQUE REAL",,,202,"federal_state",
994,"ATIZAPAN - BOSQUE REAL",,,202,"federal_state",
995,"LOMAS VERDES - BOSQUE REAL",,,202,"federal_state",
996,"MADIN - BOSQUE REAL",,,202,"federal_state",
997,"NOPALA - BOSQUE REAL",,,202,"federal_state",
998,"CIPRESES - BOSQUE REAL",,,202,"federal_state",
999,"CHAMAPA INBURSA - BOSQUE REAL",,,202,"state",
1000,"INTERLOMAS - BOSQUE REAL",,,202,"state",
1001,"SAN MIGUEL - HUIXQUILUCAN",,,202,"federal_state",
1002,"CUAUTITLAN - HUIXQUILUCAN",,,202,"federal_state",
1003,"LAGO DE GUADALUPE - HUIXQUILUCAN",,,202,"federal_state",
1004,"LA VENTA - HUIXQUILUCAN",,,202,"federal_state",
1005,"ATIZAPAN - HUIXQUILUCAN",,,202,"federal_state",
1006,"LOMAS VERDES - HUIXQUILUCAN",,,202,"federal_state",
1007,"MADIN - HUIXQUILUCAN",,,202,"federal_state",
1008,"NOPALA - HUIXQUILUCAN",,,202,"federal_state",
1009,"CIPRESES - HUIXQUILUCAN",,,202,"federal_state",
1010,"CHAMAPA INBURSA - HUIXQUILUCAN",,,202,"state",
1011,"INTERLOMAS - HUIXQUILUCAN",,,202,"state",
1012,"SAN MIGUEL - INTERLOMAS",,,202,"federal_state",
1013,"CUAUTITLAN - INTERLOMAS",,,202,"federal_state",
1014,"LAGO DE GUADALUPE - INTERLOMAS",,,202,"federal_state",
1015,"ATIZAPAN - INTERLOMAS",,,202,"federal_state",
1016,"LOMAS VERDES - INTERLOMAS",,,202,"federal_state",
1017,"MADIN - INTERLOMAS",,,202,"federal_state",
1018,"NOPALA - INTERLOMAS",,,202,"federal_state",
1019,"CIPRESES - INTERLOMAS",,,202,"federal_state",
1020,"LA VENTA - INTERLOMAS",,,202,"state",
1021,"CHAMAPA INBURSA - INTERLOMAS",,,202,"state",
1022,"BOSQUE REAL - INTERLOMAS",,,202,"state",
1023,"HUIXQUILUCAN - INTERLOMAS",,,202,"state",
1024,"SAN MIGUEL - LA VENTA",,,202,"federal_state",
1025,"CUAUTITLAN - LA VENTA",,,202,"federal_state",
1026,"LAGO DE GUADALUPE - LA VENTA",,,202,"federal_state",
1027,"ATIZAPAN - LA VENTA",,,202,"federal_state",
1028,"LOMAS VERDES - LA VENTA",,,202,"federal_state",
1029,"MADIN - LA VENTA",,,202,"federal_state",
1030,"NOPALA - LA VENTA",,,202,"federal_state",
1031,"CIPRESES - LA VENTA",,,202,"federal_state",
1032,"CHAMAPA INBURSA - LA VENTA",,,202,"state",
1033,"BOSQUE REAL - LA VENTA",,,202,"state",
1034,"HUIXQUILUCAN - LA VENTA",,,202,"state",
1035,"INTERLOMAS - LA VENTA",,,202,"state",
1036,"ENT. CAPOMO - ENT. PEÑITA - AEROPUERTO + RAMAL",,,116,"federal",
1037,"RAMAL 692 + ENT. PEÑITA - ENT. AEROPUERTO",,,116,"federal",
1038,"ENT. CAPOMO - ENT. PEÑITA - BUCERIAS",,,116,"federal",
1039,"RAMAL 692  + ENT. PEÑITA - BUCERIAS",,,116,"federal",
1040,"ENT. CAPOMO - ENT. PEÑITA -FLORIDA",,,116,"federal",
1041,"ENT. CAPOMO - ENT. PEÑITA -FLORIDA",,,116,"federal",
1042,"RAMAL 692 + ENT. PEÑITA - FLORIDA",,,116,"federal",
1043,"ENT. CAPOMO - ENT. PEÑITA+RAMAL 692",,,116,"federal",
1044,"ENT. PEÑITA+RAMAL 692 - ENT. CAPOMO",,,116,"federal",
1045,"RAMAL + ENT AEROPUERTO - ENT. PEÑITA - CAPOMO",,,116,"federal",
1046,"RAMAL + ENT AEROPUERTO - ENT. PEÑITA+RAMAL 692",,,116,"federal",
1047,"RAMAL + ENT AEROPUERTO - FLORIDA",,,116,"federal",
1048,"RAMAL + ENT AEROPUERTO - BUCERIAS",,,116,"federal",
1049,"FLORIDA - ENT. AEROPUERTO + RAMAL",,,116,"federal",
1050,"FLORIDA - BUCERIAS",,,116,"federal",
1051,"FLORIDA -  ENT. PEÑITA - CAPOMO",,,116,"federal",
1052,"FLORIDA - ENT. PEÑITA + RAMAL 692",,,116,"federal",
1053,"FLORIDA - ENT. PEÑITA + RAMAL 692",,,116,"federal",
1054,"BUCERIAS - ENT. PEÑITA + CAPOMO",,,116,"federal",
1055,"BUCERIAS - ENT. PEÑITA + RAMAL 692",,,116,"federal",
1056,"BUCERIAS - FLORIDA",,,116,"federal",
1057,"BUCERIAS - ENT. AEROPUERTO + RAMAL",,,116,"federal",
1058,"COPANDARO- CUITZEO",7,203,117,"federal",
1059,"COPANDARO-LA CINTA",20,203,117,"federal",
1060,"URIANGATO- COPANDARO",32,203,117,"federal",
1061,"VALLE DE SANTIAGO- COPANDARO",58,203,117,"federal",
1062,"VALTIERRILLA- COPANDARO",83,203,117,"federal",
1063,"URIANGATO-LA CINTA",12,203,117,"federal",
1064,"VALLE DE SANTIAGO-LA CINTA",38,203,117,"federal",
1065,"VALTIERRILLA-LA CINTA",,,117,"federal",
1066,"COPANDARO- URIANGATO",32,203,117,"federal",
1067,"LA CINTA-URIANGATO",12,203,117,"federal",
1068,"VALLE DE SANTIAGO- URIANGATO",26,203,117,"federal",
1069,"VALTIERRILLA- URIANGATO",,,117,"federal",
1070,"COPANDARO-VALLE DE SANTIAGO",58,203,117,"federal",
1071,"LA CINTA-VALLE DE SANTIAGO",38,203,117,"federal",
1072,"URIANGATO-VALLE DE SANTIAGO",26,203,117,"federal",
1073,"VALTIERRILLA-VALLE DE SANTIAGO",,,117,"federal",
1074,"COPANDARO- VALTIERRILLA",83,203,117,"federal",
1075,"LA CINTA- VALTIERRILLA",,,117,"federal",
1076,"URIANGATO- VALTIERRILLA",,,117,"federal",
1077,"VALLE DE SANTIAGO- VALTIERRILLA",,,117,"federal",
1078,"Valtierrilla-ent. Cerro gordo",5,203,117,"federal",
1079,"SAN JERÓNIMO - PICACHO",,,118,"state","north-south"
1080,"SAN JERÓNIMO - STA. TERESA",,,118,"state","north-south"
1081,"SAN JERÓNIMO - ESTADIO AZTECA",,,118,"state","north-south"
1082,"SAN JERÓNIMO - VIADUCTO TLALPAN",,,118,"state","north-south"
1083,"SAN JERÓNIMO - TEPEPAN",,,118,"state","north-south"
1084,"SAN JERÓNIMO - ENTRADA SUPERVIA PTE.",,,118,"state","north-south"
1085,"SAN JERÓNIMO - CAMINERO",,,118,"state","north-south"
1086,"SAN JERÓNIMO - CAMINERO BIS (INTERCONEXIÓN VET)",,,118,"state","north-south"
1087,"BLVD DE LA LUZ - PICACHO",,,118,"state","north-south"
1088,"BLVD. DE LA LUZ  - STA. TERESA",,,118,"state","north-south"
1089,"BLVD. DE LA LUZ  - ESTADIO AZTECA",,,118,"state","north-south"
1090,"BLVD. DE LA LUZ  - VIADUCTO TLALPAN",,,118,"state","north-south"
1091,"BLVD. DE LA LUZ - TEPEPAN",,,118,"state","north-south"
1092,"BLVD. DE LA LUZ  - ENTRADA SUPERVIA PTE.",,,118,"state","north-south"
1093,"BLVD. DE LA LUZ  - CAMINERO",,,118,"state","north-south"
1094,"BLVD. DE LA LUZ  - CAMINERO BIS (INTERCONEXIÓN VET)",,,118,"state","north-south"
1095,"L. CABRERA - PICACHO",,,118,"state","north-south"
1096,"L. CABRERA - STA. TERESA",,,118,"state","north-south"
1097,"L. CABRERA - ESTADIO AZTECA",,,118,"state","north-south"
1098,"L. CABRERA - VIADUCTO TLALPAN",,,118,"state","north-south"
1099,"L. CABRERA - TEPEPAN",,,118,"state","north-south"
1100,"L. CABRERA - CAMINERO",,,118,"state","north-south"
1101,"L. CABRERA - CAMINERO BIS (INTERCONEXIÓN VET)",,,118,"state","north-south"
1102,"CUICUILCO - ESTADIO AZTECA",,,118,"state","north-south"
1103,"CUICUILCO - VIADUCTO TLALPAN",,,118,"state","north-south"
1104,"CUICUILCO - TEPEPAN",,,118,"state","north-south"
1105,"CUICUILCO - CAMINERO",,,118,"state","north-south"
1106,"CUICUILCO - CAMINERO BIS (INTERCONEXIÓN VET)",,,118,"state","north-south"
1107,"TEPEPAN - PEDREGAL DEL SUR",,,118,"state","south-north"
1108,"TEPEPAN - LUIS CABRERA",,,118,"state","south-north"
1109,"TEPEPAN - BLVD. DE LA LUZ",,,118,"state","south-north"
1110,"TEPEPAN - SAN JERÓNIMO",,,118,"state","south-north"
1111,"VIADUCTO TLALPAN - PEDREGAL DEL SUR",,,118,"state","south-north"
1112,"VIADUCTO TLALPAN - LUIS CABRERA",,,118,"state","south-north"
1113,"VIADUCTO TLALPAN - BLVD. DE LA LUZ",,,118,"state","south-north"
1114,"VIADUCTO TLALPAN - SAN JERÓNIMO",,,118,"state","south-north"
1115,"CAMINERO - PEDREGAL DEL SUR",,,118,"state","south-north"
1116,"CAMINERO - LUIS CABRERA",,,118,"state","south-north"
1117,"CAMINERO  - BLVD. DE LA LUZ",,,118,"state","south-north"
1118,"CAMINERO - SAN JERÓNIMO",,,118,"state","south-north"
1119,"ESTADIO AZTECA - PEDREGAL DEL SUR",,,118,"state","south-north"
1120,"ESTADIO AZTECA - LUIS CABRERA",,,118,"state","south-north"
1121,"ESTADIO AZTECA - BLVD. DE LA LUZ",,,118,"state","south-north"
1122,"ESTADIO AZTECA - SAN JERÓNIMO",,,118,"state","south-north"
1123,"MONTAÑA - LUIS CABRERA",,,118,"state","south-north"
1124,"MONTAÑA - BLVD. DE LA LUZ",,,118,"state","south-north"
1125,"MONTAÑA - SAN JERÓNIMO",,,118,"state","south-north"
